duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
242413,TRUE,2004,68,0.414,0.936,2,-2.407,1,0.0758,0.00136,0,0.369,0.74,170.229,pop
240040,FALSE,2003,44,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-6,0.081,0.294,169.951,pop
225106,TRUE,2004,64,0.828,0.653,0,-6.245,0,0.0653,0.214,3.25e-6,0.0404,0.575,68.507,set()
301133,FALSE,2003,62,0.75,0.458,1,-9.092,1,0.0803,0.226,3.25e-5,0.137,0.536,83.61,"pop, R&B"
238733,FALSE,2002,74,0.557,0.533,10,-6.817,0,0.0252,0.0492,0,0.205,0.233,143.994,"pop, rock, metal"
223506,TRUE,2004,80,0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,hip hop
226013,TRUE,2004,56,0.926,0.888,11,-5.337,1,0.294,0.261,0,0.348,0.819,98.523,"hip hop, pop, R&B"
252466,NA,2003,55,0.562,0.219,4,-13.2,1,0.0312,0.856,2.96e-4,0.0979,0.106,127.831,"pop, easy listening, jazz"
223440,FALSE,2004,76,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,"hip hop, pop, R&B"
277840,FALSE,2004,59,0.688,0.404,9,-9.481,0,0.0818,0.377,0,0.0813,0.448,75.007,"hip hop, pop, R&B"
171546,NA,2004,59,0.668,0.905,6,-5.395,1,0.038,0.00232,0.0331,0.141,0.667,128.658,Dance/Electronic
254266,TRUE,2004,58,0.68,0.844,6,-1.729,1,0.299,0.23,0,0.0305,0.895,172.302,"hip hop, Dance/Electronic"
248200,TRUE,2003,64,0.713,0.734,0,-4.894,0,0.325,0.548,0,0.0687,0.89,172.872,"hip hop, pop"
234000,TRUE,2003,66,0.871,0.597,5,-4.932,0,0.0464,0.126,1.13e-4,0.0638,0.635,125.999,"hip hop, pop"
205360,FALSE,2004,59,0.663,0.95,7,-4.21,1,0.0621,0.00127,0.00492,0.0753,0.697,116.02,"pop, Dance/Electronic"
191826,NA,2003,57,0.553,0.756,0,-4.583,1,0.108,0.0923,0,0.215,0.605,94.487,"pop, R&B"
296880,TRUE,2004,48,0.52,0.768,8,-3.489,0,0.359,0.0193,3.4e-4,0.104,0.398,79.178,hip hop
189506,FALSE,2001,65,0.345,0.0581,3,-17.217,1,0.0374,0.976,3.66e-4,0.103,0.304,174.117,pop
217440,FALSE,2004,56,0.505,0.799,2,-4.286,1,0.0773,0.0572,0,0.11,0.772,174.001,pop
214733,FALSE,2003,55,0.641,0.445,6,-8.674,1,0.0368,0.145,0,0.108,0.383,81.931,pop
366733,FALSE,2003,61,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,"pop, R&B"
201400,FALSE,2005,69,0.84,0.476,0,-7.918,1,0.0629,0.0264,0,0.0865,0.767,139.987,"pop, R&B"
256733,FALSE,2004,72,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,"pop, R&B"
207626,TRUE,2005,78,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,hip hop
246960,FALSE,2005,77,0.779,0.64,7,-8.415,1,0.159,1.55e-4,7.7e-4,0.101,0.498,99.019,"hip hop, pop, R&B"
209106,NA,2005,79,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-5,0.38,0.755,125.173,"hip hop, pop"
209493,TRUE,2005,75,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-5,0.088,0.454,81.998,pop
261266,TRUE,2004,72,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-5,0.0383,0.506,167.046,rock
272080,FALSE,2005,72,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-6,0.127,0.549,120.003,"pop, R&B"
233640,FALSE,2005,74,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,pop
238493,FALSE,2004,28,0.878,0.699,10,-5.897,0,0.132,0.0345,3.37e-6,0.755,0.666,104.838,pop
337733,FALSE,2005,74,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,pop
237706,TRUE,2005,76,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,"hip hop, pop"
168879,FALSE,2005,67,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,pop
265480,TRUE,2004,52,0.646,0.796,2,-6.152,1,0.366,0.409,0,0.107,0.676,83.093,hip hop
213066,FALSE,2005,59,0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117,"hip hop, pop"
236213,FALSE,2004,68,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-5,0.206,0.722,98.018,"pop, R&B"
393813,FALSE,2005,63,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,Dance/Electronic
230493,NA,2005,73,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-6,0.0795,0.88,84.858,"hip hop, pop, rock"
214226,TRUE,2005,72,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-5,0.279,0.71,97.018,"hip hop, pop"
235533,TRUE,2005,74,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012,"hip hop, pop"
229866,NA,2005,71,0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,"hip hop, pop, R&B"
203360,FALSE,2005,0,0.8,0.633,8,-4.875,0,0.0514,0.0901,0,0.0315,0.836,95.953,"pop, R&B"
326960,FALSE,2005,67,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-5,0.109,0.586,123.95,"hip hop, pop"
256346,FALSE,2004,61,0.8,0.496,7,-7.135,1,0.0506,2.98e-4,0,0.0697,0.357,128.29,"pop, R&B"
247506,TRUE,2005,60,0.772,0.599,8,-5.996,0,0.246,0.0277,0,0.0839,0.557,92.029,"hip hop, pop"
219920,TRUE,2005,4,0.899,0.365,9,-5.461,0,0.105,0.0508,0,0.097,0.749,100.01,"hip hop, pop, R&B, latin"
225533,FALSE,2005,65,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084,"hip hop, pop, R&B"
205733,TRUE,2004,76,0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,hip hop
206400,TRUE,2005,77,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.123,0.435,99.998,"hip hop, pop"
222640,FALSE,2005,82,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop
239773,FALSE,2005,62,0.69,0.928,5,-2.76,0,0.061,0.00937,0,0.547,0.604,130.889,"hip hop, pop"
235800,TRUE,2004,21,0.629,0.532,5,-7.88,0,0.0352,0.331,0,0.238,0.619,90.098,pop
200053,FALSE,2005,54,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,"rock, Dance/Electronic"
218093,FALSE,2005,64,0.962,0.66,8,-5.096,1,0.061,0.0485,0,0.076,0.814,126.016,"pop, R&B"
280013,TRUE,2005,55,0.684,0.493,10,-7.728,1,0.0459,8.39e-4,0,0.157,0.08,84.03,"hip hop, pop"
250760,NA,2004,77,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,hip hop
212893,FALSE,2005,72,0.74,0.783,0,-5.367,1,0.0427,0.0297,3.08e-4,0.123,0.812,100.011,"pop, latin"
244999,FALSE,2005,73,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop
236813,NA,2004,54,0.94,0.713,7,-5.308,1,0.127,0.0319,7.6e-4,0.325,0.666,112.955,"hip hop, pop"
276603,FALSE,2005,58,0.666,0.922,2,-4.458,0,0.0429,0.0381,1.91e-4,0.0633,0.828,118.014,"pop, rock"
230133,TRUE,2005,52,0.837,0.658,1,-8.013,0,0.126,2.13e-4,0.122,0.243,0.586,95.027,"hip hop, pop"
283454,NA,2004,50,0.9,0.515,1,-6.626,1,0.372,0.00341,0,0.111,0.659,84.995,"hip hop, pop"
224253,TRUE,2005,63,0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499,"hip hop, pop"
226863,TRUE,2005,67,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,"hip hop, pop, R&B"
226640,FALSE,2005,56,0.551,0.896,9,-3.152,0,0.109,0.033,0,0.0899,0.858,171.79,"pop, Folk/Acoustic"
229826,FALSE,2004,42,0.561,0.452,9,-7.324,0,0.0336,0.409,0,0.106,0.316,77.984,set()
258666,NA,2005,65,0.568,0.732,11,-4.896,0,0.103,0.179,4.92e-6,0.401,0.626,186.048,"hip hop, pop, R&B"
239586,FALSE,2005,63,0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631,pop
237733,TRUE,2005,63,0.7,0.538,1,-5.952,1,0.045,2.04e-4,0,0.105,0.189,136.518,"hip hop, pop, R&B"
233400,TRUE,2005,61,0.672,0.814,7,-3.768,1,0.27,0.258,0,0.164,0.379,97.043,hip hop
266066,TRUE,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,"hip hop, pop"
211320,FALSE,2005,41,0.905,0.55,1,-7.558,1,0.372,0.0628,0,0.0644,0.52,100.813,"hip hop, pop"
325573,FALSE,2004,63,0.878,0.417,7,-6.799,1,0.361,0.0444,0,0.0833,0.904,77.49,"pop, R&B"
202213,FALSE,2005,52,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,"pop, R&B"
238746,FALSE,2008,52,0.636,0.946,10,-4.683,0,0.332,0.115,3.75e-5,0.0416,0.891,125.085,"hip hop, pop, R&B"
270746,TRUE,2004,59,0.555,0.639,1,-5.16,1,0.263,0.0594,0,0.118,0.184,171.609,"hip hop, pop"
215000,NA,2005,61,0.412,0.944,0,-2.896,1,0.0448,0.0724,4.93e-4,0.801,0.79,123.091,rock
222653,NA,2005,52,0.489,0.798,1,-4.49,1,0.0316,0.00115,2.81e-6,0.149,0.309,94.163,"pop, Folk/Acoustic"
199853,TRUE,2004,69,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-6,0.0234,0.904,110.007,"pop, R&B"
240040,TRUE,2005,59,0.838,0.594,4,-5.695,0,0.113,0.176,0,0.0867,0.507,90.038,"hip hop, pop, R&B"
231533,FALSE,2005,74,0.179,0.912,4,-3.881,0,0.0791,0.0014,2.94e-4,0.582,0.289,182.99,rock
256000,FALSE,2003,50,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0348,0.687,85.098,"pop, R&B"
238053,TRUE,2004,68,0.794,0.614,5,-5.352,0,0.0467,0.0964,0,0.0788,0.663,80.569,hip hop
243986,FALSE,2005,56,0.636,0.558,7,-7.076,1,0.0245,0.462,0,0.062,0.572,100.113,"hip hop, pop, R&B"
197160,FALSE,2005,60,0.534,0.247,0,-15.636,1,0.0322,0.516,0.00859,0.122,0.344,82.168,"pop, easy listening, jazz"
260600,TRUE,2004,66,0.675,0.501,10,-6.183,1,0.22,0.0541,0,0.429,0.532,139.861,"hip hop, pop"
233866,FALSE,2005,0,0.7,0.529,10,-6.816,0,0.0395,0.0422,0,0.101,0.386,143.555,"pop, R&B"
179160,TRUE,2005,57,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,"hip hop, pop"
197666,FALSE,2020,34,0.873,0.9,5,-4.325,0,0.18,0.0107,5.02e-4,0.556,0.478,102.516,"hip hop, pop"
205840,NA,2005,66,0.714,0.6,6,-8.365,1,0.0876,0.0465,0,0.0646,0.504,82.017,"hip hop, pop, R&B"
217706,FALSE,2005,58,0.49,0.956,1,-4.556,0,0.0407,0.00466,6.15e-6,0.242,0.577,160.028,rock
198973,FALSE,2004,59,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,"pop, R&B"
219000,FALSE,2005,61,0.662,0.785,9,-5.299,1,0.186,0.16,0,0.0784,0.604,89.885,"hip hop, pop"
241066,FALSE,2005,1,0.129,0.358,10,-6.596,1,0.0314,0.631,0,0.0886,0.172,75.048,pop
337640,FALSE,2005,62,0.525,0.652,5,-7.042,0,0.28,0.278,0,0.339,0.602,127.673,"hip hop, pop, R&B"
208199,FALSE,2004,60,0.455,0.929,11,-3.295,1,0.0494,0.0875,0,0.226,0.484,89.782,"rock, metal"
173680,FALSE,2006,71,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,rock
219600,FALSE,2006,1,0.286,0.508,2,-5.966,1,0.0336,0.372,0,0.27,0.14,68.637,pop
248493,FALSE,2005,62,0.815,0.662,6,-8.244,1,0.199,0.0915,4.09e-4,0.0898,0.611,151.518,"hip hop, pop, R&B"
233186,FALSE,2005,63,0.395,0.979,8,-3.241,1,0.0766,0.0243,0,0.12,0.41,158.842,rock
224640,FALSE,2004,61,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-6,0.119,0.805,110.086,"hip hop, pop, R&B"
219493,FALSE,2004,71,0.587,0.583,5,-5.284,0,0.0313,0.248,0,0.124,0.15,139.92,"pop, R&B"
243053,FALSE,2012,52,0.478,0.863,1,-4.914,0,0.0387,0.0181,0,0.111,0.491,92.004,"pop, rock, metal"
258920,FALSE,2005,67,0.515,0.876,8,-3.756,1,0.0292,9.32e-4,1.66e-4,0.136,0.385,145.916,"rock, metal"
231040,FALSE,2005,0,0.722,0.329,0,-11.617,0,0.108,0.088,0,0.081,0.166,99.991,"hip hop, pop, R&B"
245400,FALSE,2004,58,0.605,0.584,11,-7.043,0,0.197,0.286,0,0.235,0.464,125.802,"pop, R&B"
207506,FALSE,2005,67,0.548,0.554,9,-6.408,1,0.0587,0.283,0,0.0708,0.382,79.918,"pop, R&B"
204173,FALSE,2004,62,0.598,0.4,6,-10.054,1,0.0241,0.459,0,0.151,0.369,96.938,pop
297426,FALSE,2005,69,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,"rock, pop"
296880,TRUE,2004,67,0.52,0.768,8,-3.489,0,0.359,0.0193,3.4e-4,0.104,0.398,79.178,hip hop
253933,TRUE,2004,61,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37e-6,0.158,0.464,169.799,"hip hop, pop, R&B"
287906,FALSE,2005,69,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,"rock, pop"
201706,FALSE,2005,71,0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,"World/Traditional, pop, Folk/Acoustic"
224146,FALSE,2004,55,0.567,0.747,6,-6.019,0,0.105,0.31,0,0.04,0.556,89.036,"pop, R&B"
188960,FALSE,2004,71,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,"pop, R&B"
305080,FALSE,2004,56,0.53,0.597,2,-5.652,1,0.0247,0.00275,0.473,0.105,0.346,96,"World/Traditional, rock"
193653,NA,2005,65,0.469,0.955,10,-4.253,1,0.0432,3.43e-4,1.35e-6,0.548,0.462,143.853,"rock, pop"
227840,FALSE,2005,67,0.68,0.87,5,-4.461,1,0.0393,0.266,0,0.109,0.646,119.075,country
189333,FALSE,2004,59,0.709,0.721,2,-3.52,1,0.0281,0.0322,3.09e-4,0.355,0.801,112.019,"pop, R&B"
255626,FALSE,2005,76,0.366,0.94,1,-5.119,0,0.0696,7.69e-4,9.42e-5,0.188,0.369,130.198,"rock, metal"
218093,FALSE,2005,82,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,"pop, latin"
218573,FALSE,2005,78,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,"hip hop, pop"
242733,NA,2006,78,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,pop
227853,FALSE,2007,70,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-6,0.167,0.509,175.868,"pop, R&B"
214946,FALSE,2006,71,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-6,0.34,0.777,71.815,R&B
238920,FALSE,2006,73,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-5,0.413,0.527,137.046,"hip hop, pop, R&B"
177466,FALSE,2006,74,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,"hip hop, R&B"
214960,TRUE,2006,61,0.658,0.551,1,-6.62,1,0.37,0.0043,1.08e-4,0.197,0.442,138.335,"hip hop, pop"
258893,FALSE,2006,79,0.796,0.777,6,-4.81,1,0.0397,0.0261,3.58e-4,0.121,0.787,132.722,"hip hop, pop, latin"
245466,FALSE,2006,69,0.893,0.823,5,-3.708,0,0.122,0.0714,0,0.0509,0.902,128.009,"pop, Dance/Electronic"
276786,TRUE,2006,55,0.819,0.485,6,-6.45,0,0.0756,0.0176,0,0.658,0.386,96.998,"hip hop, pop"
281880,FALSE,2005,61,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,pop
303053,TRUE,2005,71,0.787,0.799,8,-4.68,0,0.0993,0.189,0,0.3,0.835,143.052,"hip hop, pop"
213066,FALSE,2005,75,0.648,0.931,1,-3.15,0,0.181,0.00937,0,0.752,0.744,153.649,"hip hop, pop"
242293,FALSE,2006,82,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-5,0.154,0.868,114.328,"hip hop, pop, latin"
150533,FALSE,2015,39,0.814,0.923,7,-4.525,1,0.229,0.0154,0.154,0.0862,0.518,127.919,"pop, Dance/Electronic"
243880,NA,2006,58,0.711,0.761,8,-3.04,1,0.225,0.067,0,0.041,0.718,95.824,"hip hop, pop"
225560,FALSE,2005,68,0.565,0.817,2,-4.338,1,0.27,0.152,0,0.247,0.477,210.851,"pop, R&B"
261880,FALSE,2006,59,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-6,0.0405,0.629,128.593,"pop, R&B"
274440,TRUE,2005,74,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-5,0.157,0.534,107.005,hip hop
226293,FALSE,2006,65,0.826,0.67,2,-5.559,1,0.169,0.00798,0,0.495,0.794,74.007,"hip hop, pop, R&B"
212439,FALSE,2006,75,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120,rock
186826,FALSE,2005,63,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-5,0.118,0.444,87.165,"hip hop, pop, R&B"
209666,FALSE,2004,57,0.741,0.869,9,-6.534,0,0.0816,0.096,0,0.0396,0.839,126.069,pop
192213,FALSE,2006,73,0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,99.99,"pop, R&B"
202720,TRUE,2006,63,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-6,0.123,0.329,99.992,"hip hop, pop"
229360,FALSE,2005,57,0.938,0.735,7,-6.382,1,0.0434,0.00952,0,0.0998,0.55,103.7,"pop, R&B"
274386,FALSE,2006,67,0.835,0.757,8,-5.029,0,0.23,0.00647,0,0.29,0.626,82.038,"hip hop, pop"
190000,NA,2006,40,0.678,0.768,7,-8.502,1,0.137,0.0195,0.00866,0.0322,0.758,127.51,"pop, Dance/Electronic"
286186,TRUE,2005,68,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-6,0.282,0.645,106.328,hip hop
241840,TRUE,2006,66,0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003,"hip hop, pop"
223066,FALSE,2006,1,0.5,0.498,4,-6.087,1,0.026,0.527,0,0.123,0.182,79.798,pop
276160,FALSE,2006,72,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-5,0.682,0.808,119.952,pop
219320,FALSE,2005,65,0.441,0.815,3,-4.088,1,0.0276,7.31e-4,0,0.414,0.522,164.007,"rock, metal"
271160,FALSE,2005,60,0.867,0.504,4,-7.737,0,0.241,0.0358,0,0.307,0.84,82.996,"hip hop, pop, R&B"
202066,FALSE,2006,64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11e-6,0.118,0.372,175.788,pop
241306,TRUE,2006,57,0.769,0.609,1,-5.894,1,0.357,0.216,0,0.166,0.633,90.951,"pop, R&B"
199120,FALSE,2011,0,0.64,0.977,8,-5.369,1,0.0555,0.00461,1.68e-5,0.371,0.493,142.019,"hip hop, pop, Dance/Electronic"
224253,TRUE,2005,63,0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499,"hip hop, pop"
233973,FALSE,2006,42,0.825,0.876,10,-6.556,0,0.211,0.00928,1.2e-5,0.205,0.48,120.066,"hip hop, pop, R&B"
240280,FALSE,2007,57,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-5,0.0743,0.355,105.253,"pop, R&B"
197173,TRUE,2006,0,0.683,0.886,4,-5.045,0,0.071,7.38e-4,0.00188,0.0524,0.566,100.04,pop
281320,TRUE,2005,68,0.618,0.746,10,-5.476,0,0.352,0.0553,0,0.273,0.75,75.272,hip hop
273973,NA,2006,50,0.906,0.633,4,-5.316,1,0.19,1.82e-4,8.34e-6,0.058,0.779,84.021,"pop, R&B, Dance/Electronic"
207613,FALSE,2005,49,0.715,0.812,1,-5.758,1,0.062,0.175,1.34e-4,0.044,0.554,128.04,"pop, Dance/Electronic"
189800,FALSE,2005,46,0.679,0.922,2,-4.67,0,0.0294,2.41e-4,0.69,0.0697,0.806,129.016,set()
246333,TRUE,2005,69,0.726,0.7,2,-5.881,0,0.0998,0.0717,0,0.262,0.673,146.559,"pop, R&B"
201590,FALSE,2012,49,0.681,0.908,11,-3.918,0,0.0473,0.0232,0,0.355,0.879,131.925,"pop, Dance/Electronic"
226973,FALSE,2006,70,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,"hip hop, pop, R&B"
236600,TRUE,2005,73,0.552,0.846,9,-4.912,1,0.342,0.0114,0,0.309,0.554,98.56,hip hop
229813,TRUE,2006,60,0.886,0.62,5,-5.854,1,0.307,0.082,0,0.1,0.6,76.035,"hip hop, pop"
214706,FALSE,2006,65,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.293,0.328,93.41,metal
234133,TRUE,2006,62,0.786,0.511,7,-6.66,1,0.286,0.0825,0,0.12,0.587,80,"hip hop, pop, R&B"
238173,FALSE,2005,70,0.518,0.797,6,-5.153,1,0.0309,6.81e-4,0,0.107,0.293,132.918,"rock, metal"
180266,FALSE,2005,74,0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.452,rock
257293,FALSE,2007,57,0.261,0.562,8,-3.667,1,0.0301,0.423,7.54e-6,0.131,0.167,70.543,"pop, R&B"
274333,TRUE,2006,64,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,"hip hop, pop"
230613,TRUE,2006,62,0.551,0.598,1,-6.79,1,0.27,0.15,0,0.299,0.612,78.756,"hip hop, pop"
244613,FALSE,2006,37,0.42,0.742,7,-5.665,1,0.0375,0.142,0,0.145,0.294,149.965,pop
207586,TRUE,2006,56,0.792,0.589,4,-6.869,0,0.262,0.0259,1.28e-4,0.114,0.778,157.147,"hip hop, pop"
202133,TRUE,2006,72,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,rock
276773,FALSE,2006,0,0.561,0.936,5,-5.409,1,0.0613,0.00185,0,0.102,0.594,103.055,country
211186,FALSE,2006,45,0.7,0.887,7,-3.887,1,0.218,0.0805,0,0.376,0.883,166.104,"pop, R&B"
255333,FALSE,2005,72,0.688,0.519,5,-4.285,1,0.0283,0.064,0,0.1,0.318,116.714,"hip hop, pop, R&B"
196893,TRUE,2006,68,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,pop
220853,FALSE,2006,67,0.693,0.516,8,-6.446,1,0.0413,0.297,1.27e-4,0.0604,0.494,94.02,"pop, R&B"
223680,FALSE,2006,48,0.535,0.823,6,-5.338,0,0.0431,0.0113,3.88e-6,0.146,0.685,83.001,"hip hop, pop, R&B"
260466,FALSE,2005,64,0.344,0.874,0,-3.161,1,0.0777,0.0841,0,0.129,0.269,185.888,"pop, R&B"
252653,TRUE,2005,62,0.64,0.62,1,-5.931,1,0.416,0.016,0,0.0831,0.609,129.37,"hip hop, pop, country"
256946,FALSE,2006,63,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,R&B
214106,FALSE,2006,69,0.537,0.674,5,-5.134,0,0.0277,0.0088,0,0.265,0.33,136.002,country
282160,FALSE,2006,76,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-6,0.346,0.73,96.184,rock
288360,FALSE,2006,63,0.707,0.923,7,-3.409,1,0.0276,0.0195,0,0.342,0.845,108.023,"pop, rock, Dance/Electronic"
207186,FALSE,2006,75,0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791,"pop, R&B"
261053,FALSE,2019,35,0.474,0.744,2,-5.386,1,0.0341,0.0208,1.22e-6,0.209,0.238,129.005,"pop, rock, metal"
215266,FALSE,2006,56,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,rock
215306,FALSE,2006,68,0.511,0.815,7,-3.14,1,0.144,0.0491,0,0.0826,0.586,154.514,rock
231866,TRUE,2005,42,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999,"hip hop, pop, rock"
207506,FALSE,2005,67,0.548,0.554,9,-6.408,1,0.0587,0.283,0,0.0708,0.382,79.918,"pop, R&B"
185586,FALSE,2005,70,0.566,0.815,9,-4.481,0,0.14,0.0737,0,0.12,0.672,169.961,rock
258653,FALSE,2005,67,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,pop
228906,FALSE,2006,63,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,pop
219106,FALSE,2006,0,0.272,0.203,9,-9.706,1,0.0294,0.784,0,0.0805,0.172,109.581,pop
186173,FALSE,2006,59,0.489,0.955,11,-2.771,0,0.0363,3.82e-5,1.78e-4,0.334,0.816,129.352,pop
167493,FALSE,2006,46,0.656,0.624,3,-4.623,0,0.0691,0.0065,0,0.278,0.735,124.082,pop
265333,TRUE,2005,0,0.731,0.368,8,-10.38,1,0.0688,0.00544,0,0.193,0.512,145.171,"hip hop, pop, R&B"
172373,FALSE,2005,64,0.748,0.786,4,-7.788,0,0.0641,0.328,0,0.34,0.917,104.833,"World/Traditional, pop, Folk/Acoustic"
259333,FALSE,2004,2,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,pop
249760,FALSE,2006,67,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-6,0.355,0.149,90.933,"rock, pop"
213173,FALSE,2006,64,0.559,0.688,7,-6.496,1,0.114,0.216,0,0.0855,0.578,79.753,"pop, R&B"
273333,FALSE,2006,35,0.467,0.921,2,-4.554,1,0.045,5.48e-5,0.0566,0.176,0.501,132.013,"World/Traditional, rock, pop"
262533,FALSE,2005,79,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,pop
151640,FALSE,2006,61,0.7,0.465,4,-6.815,1,0.358,0.544,0,0.606,0.719,108.102,"World/Traditional, pop"
311106,FALSE,2006,76,0.217,0.905,2,-4.103,1,0.0752,2.89e-4,1.1e-4,0.222,0.236,96.95,rock
222453,FALSE,2006,59,0.616,0.855,4,-3.495,0,0.042,0.00379,8.63e-4,0.318,0.686,124.191,"rock, pop"
193653,FALSE,2005,65,0.469,0.955,10,-4.253,1,0.0432,3.43e-4,1.35e-6,0.548,0.462,143.853,"rock, pop"
