duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
203093,FALSE,2010,32,0.605,0.795,11,-6.086,0,0.0712,0.00153,0,0.207,0.263,139.896,"hip hop, pop, rock"
307640,FALSE,2010,69,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-6,0.602,0.436,127.979,"hip hop, pop"
218106,FALSE,2011,59,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-6,0.362,0.567,124.638,"hip hop, pop, R&B"
163246,FALSE,2010,63,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,"pop, Dance/Electronic"
276560,TRUE,2011,68,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,"hip hop, pop, R&B"
220800,FALSE,2010,79,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,"hip hop, pop, R&B"
182306,FALSE,2009,75,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,"hip hop, pop"
234560,FALSE,2010,76,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,"hip hop, pop"
201946,FALSE,2010,74,0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,"hip hop, pop, R&B"
263773,NA,2010,58,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,"hip hop, pop"
207653,FALSE,2010,57,0.656,0.931,7,-4.188,1,0.0981,0.0613,0,0.219,0.534,91.881,"hip hop, pop, Dance/Electronic"
217866,FALSE,2010,76,0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,pop
168213,FALSE,2010,0,0.63,0.91,11,-2.919,0,0.144,0.0287,0,0.196,0.743,116.98,pop
213293,FALSE,2010,75,0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,"hip hop, pop, Dance/Electronic"
220640,FALSE,2009,69,0.824,0.836,3,-5.903,1,0.0404,0.00521,8.17e-4,0.112,0.716,122.014,pop
157438,FALSE,2010,1,0.901,0.805,6,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,Dance/Electronic
250600,TRUE,2009,55,0.31,0.746,1,-3.599,1,0.111,0.0121,0,0.649,0.163,182.032,"hip hop, pop, R&B"
268053,TRUE,2010,53,0.693,0.891,1,-3.261,1,0.296,0.0281,0,0.143,0.532,91.1,"hip hop, pop, Dance/Electronic"
227320,FALSE,2009,57,0.438,0.672,11,-4.706,0,0.0429,0.0055,0,0.0583,0.457,185.934,pop
242013,TRUE,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0,0.385,0.329,74.008,"hip hop, pop, R&B"
292706,NA,2009,68,0.652,0.605,8,-7.371,1,0.0393,0.00481,0,0.0605,0.394,126.091,"hip hop, pop, R&B"
231373,FALSE,2010,63,0.648,0.942,10,-2.881,0,0.0878,0.021,0,0.0594,0.73,129.007,"pop, latin"
203960,FALSE,2010,0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0,0.0403,0.52,126.026,"pop, Dance/Electronic"
269493,NA,2010,73,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-5,0.36,0.326,129.998,"hip hop, pop, R&B"
216200,FALSE,2010,67,0.703,0.81,4,-4.874,0,0.0424,3.15e-4,0,0.216,0.726,102.978,pop
212106,FALSE,2009,3,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,"hip hop, pop, R&B"
267000,TRUE,2010,68,0.47,0.904,0,-4.024,0,0.177,0.0436,0,0.0491,0.557,155.788,"hip hop, pop, R&B"
192440,FALSE,2010,62,0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,"hip hop, pop, rock"
214240,FALSE,2010,81,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,pop
237480,NA,2011,66,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-5,0.0939,0.512,85.013,"hip hop, pop"
206460,TRUE,2010,54,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-5,0.402,0.658,125.03,"pop, Dance/Electronic"
220520,FALSE,2009,57,0.625,0.699,0,-6.416,1,0.0729,0.13,0,0.238,0.717,75.974,set()
201586,NA,2010,63,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-6,0.224,0.418,143.96,"hip hop, pop"
172053,TRUE,2010,61,0.752,0.836,10,-3.173,1,0.115,0.0843,4.25e-4,0.424,0.519,120.003,"pop, Dance/Electronic"
232506,TRUE,2010,51,0.544,0.781,10,-3.616,1,0.189,0.014,0,0.161,0.277,150.1,"hip hop, pop"
199026,FALSE,2010,65,0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,"hip hop, pop"
243053,FALSE,2010,1,0.84,0.482,6,-7.116,0,0.0333,0.202,0,0.0873,0.957,95.498,R&B
180480,TRUE,2010,74,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,"hip hop, pop"
216933,TRUE,2010,68,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,"hip hop, pop"
237800,FALSE,2010,73,0.531,0.752,1,-6.161,1,0.0305,0.0421,0,0.12,0.103,89.917,"hip hop, pop, R&B"
263173,FALSE,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0,0.0797,0.583,100.025,"hip hop, pop, R&B"
226533,FALSE,2010,35,0.599,0.624,8,-3.631,1,0.0343,0.385,0,0.125,0.539,90.034,"pop, R&B"
289359,FALSE,2010,57,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-6,0.122,0.138,100.631,pop
207546,FALSE,2009,54,0.724,0.87,1,-3.614,0,0.113,0.00453,0,0.833,0.81,93.01,"hip hop, pop, R&B"
221253,FALSE,2010,70,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,"hip hop, pop"
233560,TRUE,2010,57,0.325,0.848,7,-5.611,1,0.279,0.0109,0,0.124,0.433,100.093,"hip hop, pop, R&B"
181826,FALSE,2010,63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0,0.358,0.657,126.056,"pop, Dance/Electronic"
208853,FALSE,2010,62,0.72,0.538,3,-5.85,0,0.141,0.301,3.03e-6,0.144,0.815,147.007,Dance/Electronic
207613,FALSE,2010,61,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-6,0.264,0.596,117.011,"pop, Dance/Electronic"
210306,FALSE,2009,2,0.855,0.668,11,-4.892,1,0.0644,0.0242,0,0.102,0.803,125.846,"hip hop, pop, R&B"
224093,FALSE,2010,60,0.59,0.698,11,-4.262,1,0.0286,1.76e-4,0,0.107,0.352,95.975,"hip hop, pop, R&B"
271946,TRUE,2010,68,0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,"hip hop, pop"
205200,FALSE,2010,18,0.689,0.615,8,-5.022,0,0.0563,0.352,0,0.0789,0.783,134.036,"pop, Dance/Electronic"
187133,FALSE,2010,69,0.826,0.612,1,-3.891,1,0.0982,0.00681,0,0.0889,0.756,120.057,"pop, Dance/Electronic"
176613,FALSE,2010,54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-5,0.324,0.596,149.967,"pop, rock, Dance/Electronic"
208946,FALSE,2010,56,0.625,0.613,6,-6.005,0,0.173,0.0209,0,0.0286,0.738,96.033,"hip hop, pop, R&B"
215746,FALSE,2010,66,0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,"hip hop, pop"
189693,FALSE,2010,0,0.55,0.753,6,-4.003,0,0.0407,6.65e-4,7.74e-6,0.0921,0.841,139.048,"World/Traditional, rock, pop"
253906,TRUE,2009,65,0.637,0.69,9,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,hip hop
288133,TRUE,2009,71,0.733,0.664,8,-6.163,1,0.295,0.102,0,0.191,0.557,148.005,"hip hop, pop"
268320,NA,2010,74,0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.743,103.993,"hip hop, pop"
227741,FALSE,2010,69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-6,0.134,0.591,120.011,pop
210680,FALSE,2017,52,0.458,0.905,0,-4.157,1,0.0451,4.31e-4,0,0.378,0.553,176.667,"pop, rock"
211160,TRUE,2010,72,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,"hip hop, pop"
228346,FALSE,2009,78,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,"rock, pop"
216480,FALSE,2009,71,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-5,0.118,0.142,92.923,"pop, R&B"
236440,FALSE,2010,73,0.581,0.717,4,-4.433,1,0.0318,0.0298,1.86e-4,0.243,0.316,107.884,"pop, country"
293026,FALSE,2010,65,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,pop
212306,FALSE,2010,64,0.482,0.829,5,-5.576,1,0.0437,3.4e-4,0,0.378,0.739,147.99,"rock, pop"
212506,FALSE,2009,51,0.589,0.893,0,-2.948,1,0.0397,0.0273,0,0.343,0.94,92.011,pop
226000,FALSE,2011,46,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26e-6,0.313,0.447,81.986,pop
288670,FALSE,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,"pop, Dance/Electronic"
222773,FALSE,2010,64,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,country
196133,FALSE,2010,65,0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,"hip hop, pop"
228093,TRUE,2011,2,0.73,0.77,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,"pop, R&B"
201493,FALSE,2010,77,0.722,0.761,11,-4.459,0,0.0475,0.0117,0,0.315,0.624,128.044,pop
262146,FALSE,2011,73,0.751,0.736,5,-4.168,0,0.156,0.0206,0,0.265,0.352,130.014,"hip hop, pop, Dance/Electronic"
227893,FALSE,2010,72,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,pop
222091,FALSE,2010,78,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,pop
234453,FALSE,2011,71,0.595,0.912,10,-3.428,0,0.0884,0.0434,0,0.259,0.762,128.024,"hip hop, pop, latin"
195105,FALSE,2011,0,0.726,0.931,11,-4.152,0,0.0468,0.0218,2.83e-4,0.143,0.797,126.976,"pop, Dance/Electronic"
201040,FALSE,2010,71,0.675,0.602,11,-4.733,0,0.116,0.00377,0,0.0458,0.933,127.938,"hip hop, pop, Dance/Electronic"
284866,FALSE,2011,79,0.73,0.777,3,-5.194,0,0.0496,0.105,4.78e-4,0.0691,0.575,130,"hip hop, pop, R&B"
243533,FALSE,2010,73,0.767,0.682,1,-5.02,1,0.042,0.0113,1.6e-4,0.104,0.833,127.975,"hip hop, pop, R&B"
219973,FALSE,2010,69,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-5,0.073,0.812,120.013,"pop, Dance/Electronic"
195986,FALSE,2011,68,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,"hip hop, pop"
187626,FALSE,2010,61,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-5,0.156,0.746,128.027,"hip hop, pop"
219986,FALSE,2010,67,0.551,0.893,7,-2.628,1,0.0543,0.00166,0,0.348,0.794,125.083,"hip hop, pop, R&B"
195466,FALSE,2011,42,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,"pop, Dance/Electronic"
219426,FALSE,2010,76,0.659,0.628,0,-8.685,0,0.179,0.186,0,0.105,0.262,94.05,"hip hop, pop"
194840,TRUE,2012,72,0.666,0.876,3,-3.078,1,0.0414,0.055,0,0.259,0.552,129.884,"hip hop, pop, Dance/Electronic"
281106,FALSE,2011,51,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,"pop, Dance/Electronic"
252306,FALSE,2011,81,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,"hip hop, pop, latin"
188453,FALSE,2011,79,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,"pop, Dance/Electronic"
217666,TRUE,2011,75,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,"hip hop, pop"
229573,FALSE,2012,65,0.62,0.869,1,-5.252,1,0.175,0.0181,0,0.369,0.76,151.684,pop
210266,FALSE,2011,66,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-6,0.332,0.787,130.002,pop
210960,FALSE,2011,81,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,"hip hop, pop"
184573,FALSE,2010,66,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
232213,TRUE,2010,63,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-6,0.116,0.321,125.953,"pop, latin"
228453,FALSE,2010,72,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041,"hip hop, pop, R&B"
215624,TRUE,2011,49,0.926,0.808,11,-3.148,0,0.0599,9.15e-4,0.00327,0.0515,0.701,127.998,Dance/Electronic
202266,FALSE,2011,61,0.843,0.881,9,-3.951,1,0.0581,0.14,0,0.0765,0.876,110.621,"pop, Dance/Electronic"
199480,FALSE,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
215693,NA,2011,70,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-6,0.0385,0.748,131.959,"pop, Dance/Electronic"
195240,NA,2011,57,0.663,0.843,2,-3.672,1,0.049,0.0491,0,0.364,0.375,140.036,"hip hop, pop"
206776,FALSE,2012,55,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,"pop, Dance/Electronic"
263773,TRUE,2010,76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,"hip hop, pop"
190786,FALSE,2011,65,0.446,0.9,10,-3.541,0,0.0489,1.02e-4,1.89e-5,0.0404,0.88,187.961,"rock, metal"
243960,FALSE,2011,76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-6,0.0658,0.272,105.013,"rock, pop, metal, Dance/Electronic"
237946,FALSE,2011,65,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,pop
274600,TRUE,2012,62,0.54,0.856,0,-3.966,0,0.1,0.109,0,0.276,0.258,153.071,pop
206080,FALSE,2011,63,0.671,0.808,2,-4.861,0,0.0652,0.02,0,0.134,0.637,121.956,"hip hop, pop"
278719,FALSE,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-5,0.0833,0.212,139.631,"rock, pop"
230746,FALSE,2012,74,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-5,0.671,0.765,126.03,pop
242973,FALSE,2011,2,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-6,0.112,0.445,107.995,"pop, R&B"
283733,TRUE,2011,71,0.594,0.946,3,-4.521,1,0.452,0.0869,0,0.306,0.397,155.826,hip hop
248586,TRUE,2011,1,0.364,0.752,2,-5.429,1,0.304,7e-4,0,0.318,0.606,79.119,"hip hop, pop"
296146,TRUE,2011,70,0.413,0.807,11,-3.499,0,0.318,0.0536,0,0.631,0.438,149.33,"hip hop, pop"
222586,TRUE,2011,71,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-6,0.144,0.538,146.155,"hip hop, pop, R&B"
211253,FALSE,2010,61,0.664,0.845,4,-6.115,0,0.0461,0.181,0,0.267,0.357,96.005,"hip hop, pop"
197935,FALSE,2011,77,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,"pop, Dance/Electronic"
204760,FALSE,2010,71,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,"pop, Dance/Electronic"
230560,FALSE,2011,65,0.744,0.672,9,-5.589,0,0.0418,0.187,1.23e-4,0.105,0.266,140.889,"hip hop, pop, R&B"
215226,FALSE,2011,75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B"
197440,FALSE,2011,62,0.66,0.797,5,-6.096,0,0.0262,0.00646,1.08e-4,0.187,0.674,110.955,"pop, Dance/Electronic"
224333,TRUE,2011,48,0.687,0.939,10,-4.372,0,0.146,0.0887,0,0.283,0.539,104.029,"hip hop, pop"
241666,TRUE,2011,69,0.705,0.882,11,-3.201,0,0.0445,3.69e-4,1.16e-6,0.0934,0.7,130,"hip hop, pop, R&B"
213337,FALSE,2011,65,0.507,0.665,0,-7.598,1,0.0474,0.0144,0,0.0759,0.4,126.879,"pop, Dance/Electronic"
299613,TRUE,2010,76,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-5,0.176,0.221,142.113,hip hop
195373,FALSE,2010,78,0.684,0.607,11,-8.127,0,0.1,0.0267,3.07e-4,0.191,0.498,81.001,"pop, R&B"
238693,FALSE,2010,69,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,"hip hop, pop, R&B"
263173,FALSE,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0,0.0797,0.583,100.025,"hip hop, pop, R&B"
225881,FALSE,2019,53,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,"hip hop, pop, R&B"
220706,FALSE,2011,74,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,pop
235735,TRUE,2011,39,0.656,0.752,11,-5.522,0,0.0434,0.336,0,0.223,0.445,100.963,Dance/Electronic
233666,NA,2011,60,0.45,0.846,9,-4.712,0,0.0472,0.00523,0,0.228,0.402,140.042,Dance/Electronic
237293,TRUE,2011,48,0.415,0.934,6,-2.914,0,0.24,0.078,0,0.145,0.52,190.151,"hip hop, Dance/Electronic"
195613,FALSE,2011,76,0.682,0.927,4,-2.915,1,0.0479,0.0843,0,0.149,0.744,101.019,"pop, Dance/Electronic"
186851,FALSE,2011,59,0.753,0.88,4,-4.689,0,0.0806,0.087,0,0.24,0.794,115.057,hip hop
260253,FALSE,2011,72,0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,pop
200013,TRUE,2010,0,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-6,0.601,0.669,126.991,"hip hop, pop"
165908,TRUE,2011,61,0.636,0.901,1,-7.094,0,0.118,0.119,0,0.391,0.836,162.994,hip hop
222186,FALSE,2012,62,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,"hip hop, pop, Dance/Electronic"
208133,FALSE,2012,70,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-6,0.157,0.402,127.884,"hip hop, pop, Dance/Electronic"
239600,FALSE,2011,82,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,"rock, pop"
235986,TRUE,2011,74,0.636,0.566,6,-7.16,0,0.106,0.365,3.53e-4,0.0917,0.425,151.894,"hip hop, pop, R&B"
223053,FALSE,2011,73,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-6,0.272,0.668,175.015,"hip hop, pop"
229413,FALSE,2010,53,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-6,0.116,0.658,127.037,country
227773,TRUE,2011,63,0.523,0.805,3,-5.473,1,0.192,0.0524,0,0.0914,0.602,125.358,"hip hop, pop"
253306,TRUE,2009,72,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988,pop
303813,TRUE,2011,68,0.676,0.695,0,-8.327,1,0.245,0.352,0,0.119,0.144,90.268,"hip hop, pop"
189109,FALSE,2010,75,0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,pop
239613,TRUE,2011,70,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,"hip hop, pop"
229303,FALSE,2011,64,0.537,0.611,0,-6.427,1,0.0304,0.229,0,0.146,0.161,105.955,"pop, R&B"
192200,FALSE,2011,70,0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,"hip hop, pop"
285240,FALSE,2011,4,0.554,0.321,9,-8.251,1,0.028,0.893,0,0.0996,0.288,135.047,"pop, R&B"
282400,FALSE,2011,65,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,rock
243920,FALSE,2010,67,0.666,0.87,11,-5.004,0,0.246,0.203,0,0.0851,0.9,160.014,"pop, R&B"
213413,TRUE,2010,60,0.563,0.671,7,-4.788,1,0.0373,0.0422,0,0.36,0.45,91.964,pop
210720,FALSE,2011,50,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-6,0.121,0.723,205.57,country
320546,NA,2011,67,0.583,0.768,9,-6.477,1,0.041,3.23e-4,0.0162,0.109,0.357,127.952,pop
218840,FALSE,2011,63,0.593,0.639,1,-5.826,1,0.0307,0.446,0,0.0998,0.332,142.881,"pop, country"
200466,FALSE,2011,73,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,"hip hop, pop, rock"
218013,FALSE,2011,79,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,"pop, rock, Folk/Acoustic"
240796,FALSE,2011,69,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,"rock, pop"
253746,FALSE,2011,69,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-5,0.0894,0.297,99.099,"pop, R&B"
202960,TRUE,2010,76,0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,pop
246587,FALSE,2011,72,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,pop
230192,FALSE,2010,75,0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,pop
222773,FALSE,2010,64,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,country
240306,FALSE,2011,0,0.644,0.661,11,-6.093,1,0.0418,1.77e-4,5.23e-6,0.108,0.272,153.992,"hip hop, pop"
197577,NA,2011,60,0.597,0.115,9,-9.217,1,0.0334,0.82,2.15e-4,0.111,0.128,111.202,pop
285120,FALSE,2011,70,0.421,0.407,10,-7.445,1,0.0267,0.309,9.61e-4,0.11,0.161,139.028,pop
215226,FALSE,2011,75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B"
193400,FALSE,2012,78,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-6,0.108,0.66,120.021,"pop, Dance/Electronic"
250626,FALSE,2012,76,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-5,0.0849,0.735,184.086,"rock, pop"
227786,FALSE,2012,70,0.718,0.776,7,-5.208,0,0.0693,6.24e-4,5.3e-6,0.207,0.622,120.015,"hip hop, pop"
227280,FALSE,2011,74,0.67,0.855,0,-3.035,0,0.0499,0.0124,0,0.335,0.648,120.05,"hip hop, pop, latin"
226226,FALSE,2012,52,0.736,0.824,8,-4.231,1,0.0672,0.00358,9.21e-4,0.329,0.443,124.954,"pop, Dance/Electronic"
286480,FALSE,2012,74,0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,"pop, R&B"
199680,FALSE,2012,65,0.704,0.793,8,-2.266,1,0.0591,0.0488,0,0.575,0.412,127.96,"hip hop, pop, Dance/Electronic"
242680,FALSE,2011,71,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,"hip hop, pop, R&B"
219333,TRUE,2011,82,0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,hip hop
219546,FALSE,2012,74,0.716,0.821,5,-3.435,0,0.0314,0.0558,0,0.0844,0.618,92.997,pop
215253,TRUE,2011,70,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-5,0.317,0.576,110.026,"hip hop, pop, Dance/Electronic"
198800,FALSE,2012,69,0.637,0.732,7,-6.209,0,0.0965,0.244,0,0.498,0.68,128.108,"pop, Dance/Electronic"
224653,FALSE,2012,77,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,"hip hop, pop"
279026,FALSE,2013,62,0.535,0.796,0,-3.446,0,0.0445,0.00473,0,0.145,0.282,128.954,"hip hop, pop"
222500,FALSE,2012,66,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-6,0.344,0.393,129.973,"hip hop, pop, Dance/Electronic"
205640,TRUE,2012,64,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.09e-6,0.0241,0.591,125.055,"hip hop, pop"
313786,TRUE,2012,63,0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-5,0.604,0.26,74.132,hip hop
221075,FALSE,2012,78,0.66,0.689,4,-2.671,0,0.0337,0.0884,0,0.0922,0.427,127.98,"pop, Dance/Electronic"
329320,TRUE,2012,73,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-5,0.173,0.426,139.993,hip hop
182333,NA,2012,58,0.524,0.972,4,-1.569,0,0.0431,0.00656,5.8e-4,0.224,0.476,175.017,"pop, Dance/Electronic"
199480,FALSE,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
219493,FALSE,2012,72,0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,pop
211920,FALSE,2012,78,0.711,0.7,1,-4.805,0,0.046,0.00498,1.25e-4,0.215,0.801,128.001,"pop, Dance/Electronic"
234693,FALSE,2012,66,0.616,0.862,7,-5.18,0,0.0973,0.00117,0,0.179,0.569,127.992,"hip hop, pop, R&B"
185586,FALSE,2012,0,0.762,0.863,0,-3.689,0,0.0565,0.015,0,0.125,0.965,106.008,"pop, Dance/Electronic"
230253,FALSE,2012,73,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,"rock, metal"
233478,FALSE,2012,85,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,pop
199906,FALSE,2011,77,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,"pop, Dance/Electronic"
248133,FALSE,2012,76,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,"hip hop, pop"
225146,FALSE,2012,75,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,"hip hop, pop, R&B"
219026,TRUE,2012,62,0.787,0.666,11,-4.475,1,0.0485,0.0409,1.91e-5,0.296,0.485,140.008,"hip hop, pop"
216160,FALSE,2012,73,0.678,0.918,5,-4.63,1,0.0355,4.17e-4,0,0.0744,0.769,130.028,pop
210626,TRUE,2012,75,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,"hip hop, pop"
350120,TRUE,2012,67,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-6,0.44,0.217,91.048,hip hop
212360,FALSE,2012,0,0.821,0.676,3,-6.366,0,0.0547,0.187,1e-4,0.0927,0.559,119.012,pop
218190,FALSE,2011,68,0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,"rock, pop, Dance/Electronic"
204956,TRUE,2014,0,0.847,0.769,11,-5.761,0,0.258,0.0145,1.2e-4,0.0767,0.626,126.017,"hip hop, pop, R&B"
